"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap"
"hs_tm_wk_hs_h_None";"hs_zbmi_who";0;0,00337716597224567;0,00362534559408341;0,00456481282825768;-0,00556970276730581;0,0123240347117972;-0,00561929707994804;0,0123303838927449;0,739825727648658;0,459405745875545;FALSE;100
"hs_uvdvf_dy_hs_h_None";"hs_zbmi_who";0;-0,000411959408178791;-0,00126611911747053;0,0045984397674976;-0,00942473573755083;0,00860081692119325;-0,00952511216983134;0,00748593281735699;-0,0895867792138056;0,92861559081717;FALSE;100
"hs_uvdvf_wk_hs_h_None";"hs_zbmi_who";0;-0,0141545722823129;-0,014002451001423;0,00495301227896602;-0,023862297964071;-0,00444684660055485;-0,0233545728023103;-0,0037897425035275;-2,85777048088962;0,0042662885736817;TRUE;100
"hs_ndvi100_h_None";"hs_zbmi_who";0;0,00593166483800308;0,00553306354709648;0,00495542883814607;-0,00378079721271438;0,0156441268887205;-0,00318624229859904;0,0140873418498604;1,19700333346372;0,231305255464285;FALSE;100
"hs_ndvi100_s_None";"hs_zbmi_who";0;0,00346754513434442;0,00338575463680299;0,00479143299974355;-0,00592349097948965;0,0128585812481785;-0,00489961142548123;0,0140313428440692;0,72369688452912;0,469251846243073;FALSE;100
"hs_dde_cadj_Log2";"hs_zbmi_who";0;-0,0167886771772222;-0,0154627407251049;0,00513823339053467;-0,0268594295668313;-0,00671792478761312;-0,0265457043087983;-0,00706462540260889;-3,26740260731427;0,00108539204413226;TRUE;100
"hs_ddt_cadj_Log2";"hs_zbmi_who";0;-0,00249919788125309;-0,00242302384123795;0,00385465369517324;-0,0100541802966669;0,00505578453416069;-0,00860293795009224;0,00563263533850826;-0,648358602066526;0,516753039260112;FALSE;100
"hs_hcb_cadj_Log2";"hs_zbmi_who";0;-0,0174533433595418;-0,0218782031021935;0,0120621590787711;-0,041094740729726;0,00618805401064235;-0,0458118957640496;-0,00646816955619317;-1,4469501890635;0,147910874897871;FALSE;100
"hs_pcb118_cadj_Log2";"hs_zbmi_who";0;0,00634674229667212;0,00558557802470283;0,00415267392157792;-0,00179234902915931;0,0144858336225036;-0,00279428334799203;0,0126843458378619;1,52835074858478;0,126425476144525;FALSE;100
"hs_pcb138_cadj_Log2";"hs_zbmi_who";0;0,00029469457760314;-0,000668823093246803;0,00736500245668924;-0,0141404449835568;0,0147298341387631;-0,0160844403366443;0,0106123345911063;0,0400128281471902;0,968082899101406;FALSE;100
"hs_pcb153_cadj_Log2";"hs_zbmi_who";0;-0,0056869236281859;-0,00519327762749334;0,00552815925534412;-0,0165219166694621;0,00514806941309033;-0,0158730250057963;0,00502209212791807;-1,02871921113494;0,303611639717201;FALSE;100
"hs_pcb170_cadj_Log2";"hs_zbmi_who";0;-0,0220142856279539;-0,020930386516622;0,00512806917671493;-0,0320651165245451;-0,0119634547313626;-0,0312389203408312;-0,0115525284891236;-4,29289950453756;1,7635484063503e-05;TRUE;100
"hs_pcb180_cadj_Log2";"hs_zbmi_who";0;-0,0049822955635456;-0,00528589237560337;0,00507907763468086;-0,014937104802203;0,00497251367511177;-0,015101165919389;0,00378957854692412;-0,980944951407237;0,326619888683931;FALSE;100
"hs_sumPCBs5_cadj_Log2";"hs_zbmi_who";0;-0,0207970518498574;-0,0188496628839535;0,00511633269208147;-0,0308248796592619;-0,0107692240404528;-0,0287452129844521;-0,00926363730035452;-4,06483571368314;4,80663071483027e-05;TRUE;100
"hs_pfhxs_c_Log2";"hs_zbmi_who";0;0,00719808567201361;0,00733343448576363;0,00481927249765329;-0,00224751485507123;0,0166436861990985;-0,00223139544064481;0,0164232271503742;1,49360420592914;0,135279099482509;FALSE;100
"hs_pfna_c_Log2";"hs_zbmi_who";0;-0,00198243653093804;-0,00239622443494626;0,00418810819347441;-0,010190977753505;0,00622610469162891;-0,0111698989002301;0,00563662904214389;-0,473348929721282;0,635964259034967;FALSE;100
"hs_pfoa_c_Log2";"hs_zbmi_who";0;0,000870100801568896;0,0011554489452892;0,00405278329424798;-0,00707320849230274;0,00881341009544053;-0,00677267973580685;0,0076485454341964;0,214692160521834;0,83000733506581;FALSE;100
"hs_pfos_c_Log2";"hs_zbmi_who";0;-0,00599517718840211;-0,00527968530877188;0,00399650368568172;-0,0138281804764199;0,00183782609961565;-0,0120918617451762;0,00319759167838313;-1,50010550719146;0,133587074624766;FALSE;100
"hs_pfunda_c_Log2";"hs_zbmi_who";0;-0,000837653395522916;-0,000511082508597436;0,00330718984856775;-0,00731962638875219;0,00564431959770636;-0,00656216213011348;0,00625510202596785;-0,253282525007047;0,800049898963896;FALSE;100
"hs_hm_pers_None";"hs_zbmi_who";0;0,0012748441902361;0,000985217070444723;0,00312396987640875;-0,00484802425631308;0,00739771263678528;-0,00532578202308707;0,00680579508633525;0,408084661719477;0,683211520420751;FALSE;100
"hs_trafload_h_pow1over3";"hs_zbmi_who";0;-0,00524146898887366;-0,00513517606905153;0,00387877186325045;-0,0128437221450919;0,00236078416734453;-0,0140675858344928;0,0015296094541895;-1,35132180330948;0,176592370639024;FALSE;100
"hs_trafnear_h_pow1over3";"hs_zbmi_who";0;-0,00128502346851126;-0,0012265586964379;0,00441625666963986;-0,00994072748749019;0,00737068055046767;-0,0092821419793299;0,00723729324674983;-0,290975720986808;0,771069888330101;FALSE;100
"FAS_cat_None_Low";"hs_zbmi_who";0;-0,00928337505945383;-0,00857310859577558;0,0125833876983127;-0,0339463617516511;0,0153796116327434;-0,0326183471719097;0,0139032753166398;-0,737748472988607;0,460667310256242;FALSE;100
"FAS_cat_None_Middle";"hs_zbmi_who";0;0,00258838849862333;0,00219343911916342;0,00697967013214356;-0,011091513584348;0,0162682905815946;-0,0114858279030666;0,013960667253658;0,370846823649014;0,710751623858076;FALSE;100
"hs_globalexp2_None_no exposure";"hs_zbmi_who";0;0,0118978056246299;0,012645737113257;0,00707746360785658;-0,00197376814866196;0,0257693793979217;-0,00142334258506063;0,0264977762925796;1,68108326426748;0,0927467426236153;FALSE;100
"h_abs_ratio_preg_Log";"hs_correct_raven";0;0,000921205336185231;-6,97968959154295e-05;0,00799931571663837;-0,0147571653693912;0,0165995760417616;-0,0165117834272665;0,0128789125923153;0,115160517326394;0,908317893020162;FALSE;100
"h_no2_ratio_preg_Log";"hs_correct_raven";0;0,0166273997778335;0,0170922927728816;0,00755483264727256;0,00182019987995188;0,0314345996757151;0,00145799170652562;0,0309522825954307;2,20089584430918;0,0277433982033992;TRUE;100
"h_pm10_ratio_preg_None";"hs_correct_raven";0;-0,00679840367503182;-0,00655296852144425;0,00715694638623748;-0,0208257608313414;0,00722895348127773;-0,0209636337120782;0,00629456420188884;-0,949902836788728;0,342161625283083;FALSE;100
"h_pm25_ratio_preg_None";"hs_correct_raven";0;0,0110100118371022;0,0100871978922114;0,00596881305369787;-0,000688646778598196;0,0227086704528025;-7,81507295337951e-05;0,0207409313531647;1,84458982683016;0,0650972279829615;FALSE;100
"h_accesslines300_preg_dic0";"hs_correct_raven";0;-0,00636108446893682;-0,00485981276737609;0,0176668143580185;-0,0409874043322081;0,0282652353943345;-0,0398878307651865;0,0271321532863195;-0,360058374986529;0,71880347996963;FALSE;100
"h_accesspoints300_preg_Log";"hs_correct_raven";0;-0,00227809751812263;-0,00265985152700228;0,00789608049589977;-0,0177541309091153;0,0131979358728701;-0,0161949944498591;0,0143760061876228;-0,288509915686091;0,772956441440758;FALSE;100
"h_builtdens300_preg_Sqrt";"hs_correct_raven";0;0,00850090026574881;0,00852675950929895;0,00762249951227139;-0,00643892425047724;0,0234407247819749;-0,00590401473617656;0,0230074596487183;1,11523788910229;0,264748493578914;FALSE;100
"h_connind300_preg_Sqrt";"hs_correct_raven";0;-0,00216701493840325;-0,00274250688606743;0,00680254121034205;-0,0154997507140232;0,0111657208372167;-0,0133562990834598;0,0126169356004766;-0,318559619324127;0,750060478344666;FALSE;100
"h_fdensity300_preg_Log";"hs_correct_raven";0;0,0111326269027431;0,0101386262841914;0,00715080342042882;-0,00288269026182325;0,0251479440673094;-0,0044951409401907;0,0228156059041622;1,55683581944635;0,119509470480883;FALSE;100
"h_frichness300_preg_None";"hs_correct_raven";0;0,00465143141889311;0,0049269512690715;0,00684077368875712;-0,00875623863746005;0,0180591014752463;-0,00915853999351779;0,0175890150691777;0,67995692161806;0,496531737927044;FALSE;100
"h_landuseshan300_preg_None";"hs_correct_raven";0;0,00187398405053283;0,00207150870865771;0,00476539090722836;-0,0074660104998894;0,0112139786009551;-0,0064192727285405;0,0111844849713142;0,393248756925752;0,694135761640623;FALSE;100
"h_popdens_preg_Sqrt";"hs_correct_raven";0;-0,00723012964310256;-0,00747389059100904;0,00623014105152004;-0,0194409817226863;0,0049807224364812;-0,0186694297368001;0,00453052794668842;-1,16050817843659;0,24584196590271;FALSE;100
"h_walkability_mean_preg_None";"hs_correct_raven";0;-0,00228999810455377;-0,00228266530878141;0,00707898252191482;-0,0161645488946953;0,0115845526855878;-0,014654806965766;0,0142624501895485;-0,323492549595155;0,746322249039747;FALSE;100
"hs_as_m_Log2";"hs_correct_raven";0;0,00151141704179148;0,00204793083327207;0,00558750965283138;-0,00943990064102792;0,0124627347246109;-0,00867191514056857;0,0133798872921521;0,270499226972359;0,786776211551657;FALSE;100
"hs_cd_m_Log2";"hs_correct_raven";0;-0,000612226467568043;-0,00103470266778723;0,00574201637736236;-0,0118663717658374;0,0106419188307013;-0,010944244601841;0,00912099864885181;-0,106622208529693;0,915088699158547;FALSE;100
"hs_co_m_Log2";"hs_correct_raven";0;0,000892214179756629;0,000635909749107486;0,00529307195076353;-0,00948201621131905;0,0112664445708323;-0,0108353126227797;0,010278435115754;0,168562639627056;0,86614066923761;FALSE;100
"hs_cs_m_Log2";"hs_correct_raven";0;0,000110279284953913;0,000143744082582997;0,00511296142848981;-0,00991094096922858;0,0101314995391364;-0,00971689518604301;0,00945548588087659;0,0215685736136065;0,982792102320832;FALSE;100
"hs_cu_m_Log2";"hs_correct_raven";0;-0,00312988996120282;-0,00385286727420526;0,00534514540313965;-0,0136061824434864;0,00734640252108072;-0,0160943399827255;0,00697850580193749;-0,585557496595766;0,558172917933738;FALSE;100
"hs_hg_m_Log2";"hs_correct_raven";0;-0,00357675287718928;-0,00360621254403689;0,00563273857840033;-0,0146167176251833;0,00746321187080471;-0,0148953101441432;0,00693410174080579;-0,634993587471808;0,525432597258285;FALSE;100
"hs_mn_m_Log2";"hs_correct_raven";0;0,00192402051202803;0,00140420094469714;0,00515984211465635;-0,00818908419861141;0,0120371252226675;-0,00771674640410128;0,0113454536898921;0,372883601721634;0,709235077201908;FALSE;100
"hs_mo_m_Log2";"hs_correct_raven";0;0,00503470641761876;0,00471936892801383;0,00440626546598735;-0,00360141520203905;0,0136708280372766;-0,00371820172642202;0,0122883734299566;1,1426243962109;0,253194571968292;FALSE;100
"hs_pb_m_Log2";"hs_correct_raven";0;0,00467486255661137;0,00408499902087479;0,00464398766102933;-0,00442718600365452;0,0137769111168773;-0,00450619899167411;0,0117176901094732;1,00664835865976;0,314103786729536;FALSE;100
"h_humidity_preg_None";"hs_correct_raven";0;0,0103157932216344;0,0108510519358028;0,008340081275332;-0,00603046570615318;0,026662052149422;-0,00243911856568944;0,025858033000555;1,2368936082369;0,216126583316311;FALSE;100
"h_pressure_preg_None";"hs_correct_raven";0;-0,027809470693064;-0,0271575585912243;0,00847687650242884;-0,0444238433392184;-0,0111950980469096;-0,0409949725115168;-0,0113053162414758;-3,28062709007213;0,00103576588983265;TRUE;100
"h_temperature_preg_None";"hs_correct_raven";0;0,0166883502620472;0,0159795043677128;0,00759108801645527;0,00181009114632123;0,0315666093777731;0,000512796450052636;0,0318910571894532;2,19841348511197;0,0279196535871054;TRUE;100
"h_ndvi100_preg_None";"hs_correct_raven";0;0,00450873021384835;0,00401827084764317;0,00652426401884655;-0,00827859228872144;0,0172960527164181;-0,00667025371796254;0,0166977685870734;0,691071084926061;0,489520870298804;FALSE;100
"hs_dde_madj_Log2";"hs_correct_raven";0;-0,00761150913723338;-0,00718338472120122;0,00533878015318892;-0,0180753259588609;0,00285230768439412;-0,0162626983441147;0,00253741317692835;-1,42570192419085;0,153954400876561;FALSE;100
"hs_ddt_madj_Log2";"hs_correct_raven";0;0,00242731206852275;0,00209314987557423;0,00494581844065339;-0,00726631394923195;0,0121209380862774;-0,00830121032780287;0,0117516013622244;0,490780666061424;0,62358158591523;FALSE;100
"hs_hcb_madj_Log2";"hs_correct_raven";0;0,00262419994394386;0,00235677949658261;0,00514676949252381;-0,00746328289813229;0,01271168278602;-0,00843899816844518;0,0132881063125257;0,509873221980461;0,610140283287483;FALSE;100
"hs_pcb118_madj_Log2";"hs_correct_raven";0;-0,0176261031820623;-0,0168567923518791;0,00675347260198717;-0,0308626662525352;-0,00438954011158944;-0,0307805781014285;-0,00318814076485847;-2,60993184112066;0,0090560264149772;TRUE;100
"hs_pcb138_madj_Log2";"hs_correct_raven";0;0,009414480613214;0,00869972054470611;0,00758942729611153;-0,0054605235504498;0,0242894847768778;-0,00464079185073745;0,022696346583918;1,24047312740416;0,214800447687987;FALSE;100
"hs_pcb153_madj_Log2";"hs_correct_raven";0;-0,0147580357565195;-0,0141189234564188;0,00863309576778681;-0,0316785925364668;0,00216252102342783;-0,0310506138319731;0,00290697576664476;-1,70947203106295;0,0873635482295419;FALSE;100
"hs_pcb170_madj_Log2";"hs_correct_raven";0;0,00354356118224248;0,00343160219246941;0,0078059110157198;-0,0117557432750928;0,0188428656395778;-0,00858169279203129;0,0189920186287292;0,453958695545765;0,649858556013383;FALSE;100
"hs_pcb180_madj_Log2";"hs_correct_raven";0;0,0180342601250354;0,0164894346445795;0,00798552135935354;0,0023829258629271;0,0336855943871436;0,000480499834362969;0,0298317596501131;2,25836978119301;0,0239226150844756;TRUE;100
"hs_sumPCBs5_madj_Log2";"hs_correct_raven";0;0,000149133120943999;3,78804972767119e-05;0,0100192900032875;-0,0194883144361617;0,0197865806780497;-0,0196615018443441;0,0188846570273695;0,0148845996966916;0,988124246224695;FALSE;100
"hs_pfhxs_m_Log2";"hs_correct_raven";0;0,018348443696281;0,0189778383363194;0,0072986890968197;0,00404327593215921;0,0326536114604028;0,00557321124577956;0,033073944942798;2,51393688001809;0,0119391800140588;TRUE;100
"hs_pfna_m_Log2";"hs_correct_raven";0;-0,00492470543583159;-0,006155486392651;0,0061731079170747;-0,0170237746259771;0,0071743637543139;-0,0171539618213841;0,00545177099352499;-0,797767591622681;0,425005371453739;FALSE;100
"hs_pfoa_m_Log2";"hs_correct_raven";0;0,00712531784794501;0,00722938900126341;0,0062079963380054;-0,00504213139070211;0,0192927670865921;-0,00483145647560611;0,019825906189844;1,14776450564633;0,251065793778758;FALSE;100
"hs_pfos_m_Log2";"hs_correct_raven";0;-0,000406700120378911;0,000377581024280398;0,00742748291984598;-0,0149642991390634;0,0141508988983056;-0,0157250893205691;0,0152287162386194;-0,0547561165428226;0,956332761844471;FALSE;100
"hs_pfunda_m_Log2";"hs_correct_raven";0;0,00237923823882735;0,00274399624841187;0,00517733652104623;-0,00776815487826717;0,0125266313559219;-0,00599876974408546;0,0133144762241928;0,459548694421461;0,645840192497774;FALSE;100
"e3_asmokcigd_p_None";"hs_correct_raven";0;-0,00621558786581918;-0,0057153529814889;0,00450140293483867;-0,0150381754980059;0,00260699976636751;-0,012952907465847;0,00373657345592283;-1,38081126168767;0,167336999933492;FALSE;100
"h_distinvnear1_preg_Log";"hs_correct_raven";0;0,00141049331276761;0,00151671033408743;0,00449207892822236;-0,00739381960225951;0,0102148062277947;-0,00694539720980092;0,00971134437938128;0,313995665549398;0,753524330801256;FALSE;100
"h_trafload_preg_pow1over3";"hs_correct_raven";0;-0,00546941176706025;-0,00526631845318513;0,00516592842215664;-0,0155944454211991;0,00465562188707858;-0,015285288798858;0,00525502021965384;-1,05874710605783;0,289714968488274;FALSE;100
"h_trafnear_preg_pow1over3";"hs_correct_raven";0;-0,00810896887851665;-0,00841199570168096;0,00575894312680838;-0,0193962899960756;0,00317835223904225;-0,019289192138225;0,00244948850622312;-1,40806545575502;0,159111688764626;FALSE;100
"h_bro_preg_Log";"hs_correct_raven";0;0,00969503892832578;0,00903521052935329;0,01025297580087;-0,0104004243757401;0,0297905022323916;-0,00886676557218425;0,0308234891697159;0,945582932859664;0,344361352683334;FALSE;100
"h_clf_preg_Log";"hs_correct_raven";0;-0,00130689437973131;-0,00075286225161788;0,00607051857326689;-0,0132048921508159;0,0105911033913533;-0,0120106763779158;0,0105692622336478;-0,215285459381767;0,829544765577409;FALSE;100
"h_thm_preg_Log";"hs_correct_raven";0;0,000664145246299601;0,00063135032410098;0,0073569154084894;-0,0137551439916474;0,0150834344842466;-0,0140591884434227;0,0139368964935829;0,0902749602820254;0,928068717690836;FALSE;100
"e3_alcpreg_yn_None_1";"hs_correct_raven";0;0,0257678970600589;0,0255766882593185;0,0103237172474448;0,00553378306849218;0,0460020110516257;0,00626783979727399;0,0428426515147127;2,4959901983403;0,0125606072214385;TRUE;100
"h_pamod_t3_None_Often";"hs_correct_raven";0;0,0967242372467153;0,0934481038894491;0,0163782919267865;0,0646233749419305;0,1288250995515;0,0642935323539043;0,122115310809498;5,90563641673303;3,51287957513817e-09;TRUE;100
"h_pamod_t3_None_Sometimes";"hs_correct_raven";0;0,0860908162464833;0,082357966234117;0,0172276906046179;0,0523251631246331;0,119856469368334;0,0454052130763128;0,1146432733185;4,99723487159715;5,8158217353375e-07;TRUE;100
"h_pamod_t3_None_Very Often";"hs_correct_raven";0;0,0911531889634026;0,0877848033905554;0,0160287340365315;0,0597374475340295;0,122568930392776;0,0587963404624969;0,116470074110523;5,6868614050026;1,29395384167546e-08;TRUE;100
"h_pavig_t3_None_Low";"hs_correct_raven";0;0,0896451209758475;0,0898533889853385;0,0165083901448227;0,057289270849259;0,122000971102436;0,056018125411922;0,119672769964151;5,43027637397833;5,62668458877497e-08;TRUE;100
"h_pavig_t3_None_Medium";"hs_correct_raven";0;0,0619124191325585;0,061747041934121;0,016526685086087;0,0295207115799927;0,0943041266851243;0,0337224073071993;0,0927844686168841;3,74620916475739;0,000179526919637659;TRUE;100
"hs_no2_dy_hs_h_Log";"hs_correct_raven";0;-0,0120812233777084;-0,012551009627083;0,00857548572004398;-0,0288888665389322;0,00472641978351529;-0,0284614733941046;0,00428647883497495;-1,40880922342046;0,158891587109432;FALSE;100
"hs_no2_wk_hs_h_Log";"hs_correct_raven";0;-0,000241680902170032;0,000468361814721927;0,00767316727914019;-0,015280812416636;0,0147974506122959;-0,0144418218991776;0,0138265006298739;-0,0314968895343975;0,974873272707795;FALSE;100
"hs_no2_yr_hs_h_Log";"hs_correct_raven";0;0,0233288255471612;0,0229250343643806;0,00838422183139277;0,00689605271923692;0,0397615983750855;0,0074446910472429;0,0398349815324422;2,78246759404812;0,00539472525112813;TRUE;100
"hs_pm10_dy_hs_h_None";"hs_correct_raven";0;-0,0109512731699496;-0,0116664620505604;0,00606914971700314;-0,0228465880320572;0,000944041692157999;-0,0235642658733028;-3,64616879454658e-05;-1,80441638130443;0,0711660569221246;FALSE;100
"hs_pm10_wk_hs_h_None";"hs_correct_raven";0;0,00281239414551611;0,00256322889772423;0,00726107904386727;-0,0114190592693623;0,0170438475603945;-0,0127929849988114;0,0162707413813438;0,387324546190069;0,698515955754089;FALSE;100
"hs_pm10_yr_hs_h_None";"hs_correct_raven";0;0,0064760834796805;0,00603361940763694;0,00962748859852134;-0,0123934474349913;0,0253456143943523;-0,0107210017367444;0,0228979732288142;0,672665920443172;0,501159853346388;FALSE;100
"hs_pm25_dy_hs_h_None";"hs_correct_raven";0;0,000991538372738762;0,00193805545523682;0,00707720810179704;-0,0128795346178785;0,014862611363356;-0,0120975395932423;0,0160985487620136;0,140103040418861;0,888578578381849;FALSE;100
"hs_pm25_wk_hs_h_None";"hs_correct_raven";0;-0,000792389914859671;-0,00101078412142321;0,0066203476845008;-0,0137680329416144;0,012183253111895;-0,0141375405094656;0,0120513540912278;-0,119690075600526;0,904728662363895;FALSE;100
"hs_pm25_yr_hs_h_None";"hs_correct_raven";0;-0,00252895597546831;-0,00375930079862066;0,00911249731648154;-0,02038912252499;0,0153312105740534;-0,021960140373089;0,0123093950833387;-0,277526114701208;0,781376156395977;FALSE;100
"hs_pm25abs_dy_hs_h_Log";"hs_correct_raven";0;0,0186722730734238;0,017887478929415;0,00568755255010739;0,00752487491503442;0,0298196712318133;0,00678207598953365;0,0289000198654487;3,28300669029797;0,00102706228157093;TRUE;100
"hs_pm25abs_wk_hs_h_Log";"hs_correct_raven";0;-0,0122100583240445;-0,0119682743191864;0,00535330488898635;-0,0227023431047199;-0,00171777354336909;-0,0215377066048248;-0,00195397979685037;-2,28084493172899;0,022557624521965;TRUE;100
"hs_pm25abs_yr_hs_h_Log";"hs_correct_raven";0;-0,00175905951623834;-0,00177734554873659;0,00748949085276407;-0,0164381918501981;0,0129200728177214;-0,0156371123172249;0,0111132845154054;-0,23487037381041;0,814309344685932;FALSE;100
"hs_accesslines300_h_dic0";"hs_correct_raven";0;0,0075641316588981;0,00746386282015397;0,0249187716056413;-0,0412757632271382;0,0564040265449344;-0,035309446867731;0,0639556926727711;0,303551546545163;0,761469570832044;FALSE;100
"hs_accesspoints300_h_Log";"hs_correct_raven";0;-0,00706412286517338;-0,00651589341765596;0,00776072981639188;-0,0222748737990476;0,00814662806870085;-0,020862107997418;0,00865827671077;-0,910239504827606;0,362696214430164;FALSE;100
"hs_builtdens300_h_Sqrt";"hs_correct_raven";0;-0,00220315998438993;-0,00228551133417526;0,00677953479807505;-0,0154908040205531;0,0110844840517732;-0,0150028717874697;0,0093488088381952;-0,32497214779626;0,745202151441352;FALSE;100
"hs_connind300_h_Log";"hs_correct_raven";0;-0,00741968350218963;-0,00715389672927095;0,00644674946093152;-0,0200550802629684;0,00521571325858915;-0,0179149286341954;0,00559037360994929;-1,15091854385753;0,249765748083867;FALSE;100
"hs_fdensity300_h_Log";"hs_correct_raven";0;0,0178488356107488;0,018014153777635;0,00702701373920634;0,00407614176303622;0,0316215294584613;0,00182998654575819;0,0293352677365335;2,54003140924052;0,0110842514050328;TRUE;100
"hs_landuseshan300_h_None";"hs_correct_raven";0;0,0108547976981074;0,0109284365495566;0,00541053047295261;0,000250352833863782;0,0214592425623509;0,000786073539185055;0,0197596319556091;2,00623538715303;0,0448311400061767;TRUE;100
"hs_popdens_h_Sqrt";"hs_correct_raven";0;-0,0146671568627199;-0,0148292899444321;0,00638422151869813;-0,0271800011086939;-0,00215431261674598;-0,0269343477271186;-0,00348346727452978;-2,29740725940707;0,0215955480439811;TRUE;100
"hs_walkability_mean_h_None";"hs_correct_raven";0;-0,00114834086931048;-0,00151042964358565;0,00546431995522662;-0,0118582111815582;0,0095615294429372;-0,0119201757982708;0,00758166405010229;-0,210152567697303;0,833548598333814;FALSE;100
"hs_accesslines300_s_dic0";"hs_correct_raven";0;0,0109774140676973;0,0129728823559403;0,0183945940091678;-0,0250753277005078;0,0470301558359023;-0,0197735317959003;0,0500639810509997;0,596773925112247;0,550658328988174;FALSE;100
"hs_accesspoints300_s_Log";"hs_correct_raven";0;-0,000892898318357248;-0,000427343158115593;0,00673436434081032;-0,0140920098851163;0,0123062132484018;-0,0146392541850359;0,0107901647613542;-0,1325883592229;0,89451893912784;FALSE;100
"hs_builtdens300_s_Sqrt";"hs_correct_raven";0;-0,00667754748292534;-0,00615757872824056;0,00671154406697704;-0,0198319321348538;0,00647683716900312;-0,0187554710593493;0,00775546375701636;-0,994934610618298;0,319768068239547;FALSE;100
"hs_connind300_s_Log";"hs_correct_raven";0;0,00323844829133337;0,00394646177509341;0,00671797977548379;-0,00992855011748334;0,0164054467001501;-0,00979371171852621;0,0162775941007125;0,482056868219754;0,629765548701346;FALSE;100
"hs_fdensity300_s_Log";"hs_correct_raven";0;0,00551929841802393;0,00613450599441274;0,00641111631280221;-0,00704625865576561;0,0180848554918135;-0,00513725702451026;0,0186880571125587;0,860895068617392;0,389295837931354;FALSE;100
"hs_landuseshan300_s_None";"hs_correct_raven";0;-0,00223044419105973;-0,00197929703271269;0,00486833188865783;-0,0117721993576169;0,00731131097549748;-0,0103365840102529;0,00831288769503483;-0,458153684274522;0,646842032253449;FALSE;100
"hs_popdens_s_Sqrt";"hs_correct_raven";0;0,00360974152267695;0,00335058076005108;0,00676251525135441;-0,00964454481488053;0,0168640278602344;-0,00803091116979065;0,0172665703746974;0,533786821693892;0,593489032345538;FALSE;100
"h_Absorbance_Log";"hs_correct_raven";0;0,00970164876819477;0,00930984480543071;0,00650383446209492;-0,00304563253892171;0,0224489300753112;-0,00324217682277402;0,0206679618456146;1,49168138038215;0,135782692584576;FALSE;100
"h_Benzene_Log";"hs_correct_raven";0;-0,013002124212335;-0,0120478916917742;0,00522649790907282;-0,0232458718793916;-0,00275837654527834;-0,0207349599767143;-0,000660237744226558;-2,48773163952945;0,0128560701586243;TRUE;100
"h_NO2_Log";"hs_correct_raven";0;0,0123921889049089;0,0120036754024997;0,00556330691976893;0,0014883077072193;0,0232960701025984;0,0021940250784234;0,0226194278090131;2,22748611277833;0,0259148029162769;TRUE;100
"h_PM_Log";"hs_correct_raven";0;-0,00798344453827383;-0,00672901297765458;0,00513258267555242;-0,0180431217300308;0,00207623265348314;-0,0165755061297961;0,00354667800834243;-1,55544392422565;0,119840379899225;FALSE;100
"h_TEX_Log";"hs_correct_raven";0;-0,00130316240214857;-0,00191820771070694;0,00527088443643624;-0,0116339060642363;0,00902758125993916;-0,0118207930267181;0,00810122714564598;-0,247237900558044;0,804724115157238;FALSE;100
"hs_KIDMED_None";"hs_correct_raven";0;0,0117358661427162;0,011319456502179;0,00519110747352273;0,00156148245473491;0,0219102498306974;0,00230395795975903;0,0202709723233342;2,2607634695631;0,0237739078257719;TRUE;100
"hs_mvpa_prd_alt_None";"hs_correct_raven";0;-0,0109881466533315;-0,0115340876065914;0,00524717935688451;-0,0212724292132472;-0,000703864093415872;-0,0207320219404244;-0,000859683188697742;-2,09410540520492;0,0362505916865917;TRUE;100
"hs_sd_wk_None";"hs_correct_raven";0;-0,0114924364713522;-0,0106176398317231;0,00511850187395025;-0,0215245157990955;-0,00146035714360896;-0,0207528053327158;-0,0014735954959374;-2,24527347148998;0,0247505819919188;TRUE;100
"hs_dif_hours_total_None";"hs_correct_raven";0;-0,000959846316955272;-0,00198870661134323;0,00539425155414533;-0,0115323850866293;0,00961269245271878;-0,0103259905389356;0,00969087528038466;-0,177938738548012;0,858771087320503;FALSE;100
"hs_as_c_Log2";"hs_correct_raven";0;0,0200788237228127;0,0199849169735339;0,00579595536232846;0,00871895995664715;0,0314386874889783;0,00958961379229743;0,0306168599473572;3,46428198072704;0,000531648897054305;TRUE;100
"hs_cd_c_Log2";"hs_correct_raven";0;-0,00591298575537197;-0,00597688498742721;0,00458429254890768;-0,0148980340458263;0,0030720625350824;-0,0163093194705418;0,00234409040639577;-1,28983604172052;0,197107591171344;FALSE;100
"hs_co_c_Log2";"hs_correct_raven";0;0,00724041686592943;0,00699671013571196;0,0041957422849351;-0,000983086900955154;0,015463920632814;3,86791333713472e-05;0,014934518539887;1,72565814919718;0,0844089313698669;FALSE;100
"hs_cs_c_Log2";"hs_correct_raven";0;0,000311421979188541;0,000712212238892862;0,00598577793341548;-0,0114204871897604;0,0120433311481375;-0,0105058654714911;0,0126375062907432;0,0520269850724054;0,958507191548089;FALSE;100
